,Thread Title,Username,post date,linked post,thread post,thread_post_processed
126,Is SMU Information Systems degree widely recognized for a better future?,roborovsky,"Apr 23, 2017", ,"The irony is based on GES, their mean & median salary is higher than those other courses that require higher IGP.",the irony is based on ges their mean & median salary is higher than those other courses that require higher igp
127,Is SMU Information Systems degree widely recognized for a better future?,nez,"Apr 23, 2017","roborovsky said:
The irony is based on GES, their mean & median salary is higher than those other courses that require higher IGP.",What do You mean?,what do you mean
128,Is SMU Information Systems degree widely recognized for a better future?,roborovsky,"Apr 24, 2017", ,"Go to the nus ntu smu 2017/18 intake thread, refer to page 1 the historical IGP & historical GES compiled by marigoldhl, compare the salary of SIS vs other smu courses such as business mgt or Econs.
Although sis igp is not as good as other courses, the graduates from sis seemed to command a higher starting salary.
Btw, my son has also been offered SIS.","go to the nus ntu smu 2017/18 intake thread refer to page 1 the historical igp & historical ges compiled by marigoldhl compare the salary of sis vs other smu courses such as business mgt or econs
although sis igp is not as good as other courses the graduates from sis seemed to command a higher starting salary
btw my son has also been offered sis"
129,Is SMU Information Systems degree widely recognized for a better future?,zkillers,"Apr 24, 2017", ,"The GES reflects the current demands of the economy. Even though the SIS IGP is low as compared to other courses in SMU, IT and Big Data analytics is the ""in"" thing. Especially with Singapore's push to becoming a ""Smart Nation"". Simple answer, SIS graduates are in demands right now.","the ges reflects the current demands of the economy even though the sis igp is low as compared to other courses in smu it and big data analytics is the ""in"" thing especially with singapore's push to becoming a ""smart nation"" simple answer sis graduates are in demands right now"
130,Is SMU Information Systems degree widely recognized for a better future?,nez,"Apr 24, 2017", ,Thanks guys for the advise,thanks guys for the advise
131,SMU Information Systems Interview,littlelollipopz,"Mar 30, 2010", ,"Hi all, I was scheduled for an interview in SMU's IS on april... Any tips or ideas about how the interview is like? Pls reply asap!! ^^",hi all i was scheduled for an interview in smu's is on april any tips or ideas about how the interview is like pls reply asap ^^
132,SMU Information Systems Interview,valianth,"Mar 30, 2010", ,You got your notification letter already? Through email or ?,you got your notification letter already through email or 
133,SMU Information Systems Interview,plustwo,"Mar 30, 2010", ,dont bother. smu is a piece of sh!t.. you're better off in the other two unis,dont bother smu is a piece of sht you're better off in the other two unis
134,SMU Information Systems Interview,littlelollipopz,"Mar 30, 2010","valianth said:
You got your notification letter already? Through email or ?",Yep I've got the notification email..,yep i've got the notification email
135,SMU Information Systems Interview,MarceX,"Mar 30, 2010","plustwo said:
dont bother. smu is a piece of sh!t.. you're better off in the other two unis",what makes u say that =.=,what makes u say that ==
136,SMU Information Systems Interview,MarceX,"Mar 30, 2010", ,Yup. 8th April Interview. :'),yup 8th april interview :')
137,SMU Information Systems Interview,JAYAN,"Mar 30, 2010","plustwo said:
dont bother. smu is a piece of ****.. you're better off in the other two unis","wo unis. Mod: Watch your language, please.",wo unis mod: watch your language please
138,SMU Information Systems Interview,littlelollipopz,"Mar 30, 2010","MarceX said:
Yup. 8th April Interview. :')",cool... mine's on the 10th.. mind to share your interview experience after your interview?,cool mine's on the 10th mind to share your interview experience after your interview
139,SMU Information Systems Interview,frozentrace,"Mar 31, 2010", ,"SIS interview is pretty okay.. It's a group interview and you just need to use your brain and answer some general IQ questions. Nothing fancy.. Be confident, present yourself well.",sis interview is pretty okay it's a group interview and you just need to use your brain and answer some general iq questions nothing fancy be confident present yourself well
